5;Budapest Cassandra Users  - by DataStax -;7481102;Budapest-Cassandra-Users;112
4.94;Coderetreat Budapest;7608072;Coderetreat-Budapest;896
4.95;forBudapest;7803562;forBudapest;1008
5;Kutya Játék (Budapest Dog Owners Meetup);8011902;KutyaJatek;37
4.7;Advancing Ventures Hungary;8055162;Advancing-Ventures-Hungary;223
4.87;Bitcoin Budapest;8331962;BitcoinBudapest;660
4.66;budapest.scala;8338892;budapest-scala;445
4.54;Community Managers Breakfast |CMB|;8387322;Community-Managers-Breakfast-Club-Budapest;231
4.78;HR 'n' Roll Budapest;8466972;HR-Roll-Budapest;425
4.85;Budapest Erlang User Group;8523992;Budapest-Erlang-User-Group;161
4.98;Ember.js Budapest;8698372;ember-bp;218
4.91;Unity 3D Budapest;8784922;Unity-3D-Budapest;999
4.81;AnyanyelviAngolTanarok.hu - English Conversation Club;9295902;AnyanyelviAngolTanarok-hu;468
0;Pro Bono Analytics;9383312;Pro-Bono-Analytics;62
4.89;Budapest Users of R Network;9756472;Budapest-Users-of-R-Network;1157
4.85;Budapest Haskell User Group;9819892;Bp-HUG;315
4.78;Green Meetup;9904252;greenmeetup;1493
4.87;MongoDB Budapest;10008542;MongoDB-Budapest;276
4.67;mySec talk;10077972;mySec-talk;223
4.94;Freelancers in Hungary - Budapest;10132462;Freelancers-in-Budapest;1220
4.59;budapest.NET meetup;10245452;budapest-NET;331
4.86;javaforum.hu;10408452;javaforum-hu;840
4.74;Node.js Budapest;10440832;nodebp;1168
4.82;Budapest IT Security Meetup;10526062;Budapest-IT-Security-Meetup;723
0;Family Constellations Budapest;10801592;Family-Constellations-Budapest;43
0;HackerNest Budapest Tech Socials;10845442;HackerNestBUD;164
4.77;Docker Budapest;11160082;Docker-Budapest-Hungary;974
5;Budapest Hackathons;11185532;BudapestHackathons;237
4.93;IT Architect kerekasztal;11229432;IT-Architect-kerekasztal;198
4.75;OpenStreetMap Hungary;11283432;OpenStreetMap-Hungary;452
4.4;Prezi Tech Talks Budapest — #prezitechtalks;11288812;Prezi-Tech-Talks;1699
4.71;Cloud Budapest;11372082;Cloud-Budapest;1067
4.58;LinkedIn Boot Camp Meetup Budapest;11463372;LinkedinBootCampBudapest;1415
4.86;Drupal User Group;11855122;Drupal-User-Group;174
4.5;C/C++ Meetup;11925892;C-C-Meetup;120
4.85;Business English Skills - English for work and business;12135832;Business-English-Skills-English-for-work-and-business;3148
4.42;product.bp;12183482;product-bp;754
4.78;Women in Tech Budapest;12190822;wit-bp;373
4.65;Marketing - Budapest Meetup;12816122;ombudapest;1070
4.75;Derrick & Harry Menedzsment és IT Est;12817312;Budapest-D-H-Projekt-Menedzsment-Est;1338
5;Budapest Fashion, Art & Music Meetup (F.A.M.);12821402;BudapestFAM;110
4.93;Social Entrepreneurs & Changemakers;12850202;impactmeetup;1223
0;Budapest Dyslexia and Learning Disabilities Meetup;13042342;Budapest-Dyslexia-and-Learning-Disabilities-Meetup;49
4.54;Open Source Budapest;13133152;opensourcebudapest;675
4.91;Native Development Meetup;13174032;Native-Development-Meetup;410
4.73;Equity Thursday - Budapest;13242432;Equity-Thursday-Budapest;1354
4.8;budapest.mobile;13667052;budapest-mobile;918
4.79;CQRT Meetup;13817902;CQRTMeetup;80
5;Meteor Budapest;13863972;Meteor-Budapest;110
4.71;Budapest Game Developers Meetup;13975982;Budapest-Game-Developers-Meetup;610
4.87;Budapest Performance Marketing (email-seo-ppc-social) Meetup;14175212;Budapest-Performance-Marketing-Ecommerce-Meetup;248
4.41;IoTPedia Meetup Budapest;14192502;IoTPedia-Meetup-Budapest;368
4.34;Content Marketing Meetup - Budapest;14228192;Content-Marketing-Meetup-Budapest;524
4.83;Budapest Personal Growth / Személyes Fejlődés Meetup;14476752;Budapest-Personal-Growth-Szemelyes-Fejlődes-Meetup;324
4.76;Sales Meetup;14487122;Sales-Meetup-Hungary;655
4.92;日本語会話-Budapest Japanese Language Meetup;14934372;日本語会話-Budapest-Japanese-Language-and-Culture-Meetup;226
4.95;Swift Meetup;14934492;swiftmeetup;662
4.8;Hungarian Robot Builders;15336432;Hungarian-Robot-Builders-Meetup;767
4.94;Budapest Digital Nomads Meetup;15387852;Budapest-Digital-Nomads-Meetup;567
5;Budapest Vegan and Vegetarian Meetup;15486452;Budapest-Vegan-and-Vegetarian-Meetup;183
4.9;Média 2.0 - média- és kommunikációs meetup;15607392;Media-2-0-media-es-kommunikacios-meetup;407
4.85;Speak German;15730272;Speak-German;867
4.83;Go Budapest;15828692;go-budapest;526
4.94;Tudatos Álom Klub - Budapest;16184522;Tudatos-Alom-Klub-Budapest;271
4.33;!gen - Social&Business Impact School;16318412;gen-Social-Business-Impact-School;305
5;Budapest Open Knowledge Meetup;16401432;Budapest-Open-Knowledge-Meetup;718
4.8;Budapest Toastmasters;16443582;Budapest-Toastmasters;1099
0;Function demoscene meeting;16591232;Function-demoscene-meeting;113
0;Print Meetup;16670452;printmeetup;20
4.65;Hungarian C++ Community;16673702;Hungarian-Cpp-Community;802
5;Csitt! Csak semmi rizsa! Írj! - Budapest Writers Group;16705192;Csitt-Csak-semmi-rizsa-Irj-Budapest-Writers-Group;233
5;Technology Meetup by SAP Hungary;16727792;SAP-Hungary-New-Technology-Meetup;365
4.92;Circle43: Organization Development (Budapest);16734302;circle43;471
4.83;HUNSUG - Hungarian SharePoint User Group;17034232;HUNSUG;104
4.67;Schönherz Bázis - IT és villamosmérnök meetup;17048282;Schonherz-Bazis-IT-es-villamosmernok-meetup;1199
4.5;Y Combinator's How to Start a Startup;17094572;Y-Combinators-How-to-Start-a-Startup;748
4.63;Linux rendszergazda meetup;17095252;rendszergazda;609
4.94;Irodalmi Szalon Meetup;17160372;Irodalmi-Szalon-Meetup;565
4.97;Budapest BI Meetup;17286502;Budapest-BI-Meetup;1085
4.53;AWS User Group Hungary;17458192;AWS-User-Group-Hungary;336
5;SME Business Group of Budapest;17623592;SME-Business-Group-of-Budapest;195
4.99;Budapest Independent Filmmakers Meetup;17835312;Budapest-Independent-Filmmakers-Meetup;50
4.85;Budapest Data Visualization Meetup;17887882;Budapest-Data-Visualization-Meetup;659
4.78;Linkedin Budapest Meetup;17916712;Linkedin-Budapest-Meetup;673
4.83;Budapest Network Science Community;17987692;Budapest-network-science;933
4.92;Budapest WordPress Meetup;18082242;Budapest-WordPress-Meetup;478
4.62;Dobbantó női kisvállalkozói klubok;18082272;Dobbantoklubok;831
4.63;Angular Meetup Budapest;18108062;AngularBP;1012
5;Craft Meetup;18108802;Craft-meetup;974
4.86;Kairos Society Hungary;18175965;Kairos-Society-Hungary;577
4.75;OWASP HU;18184295;OWASP-HU;349
4.88;Enterprise Developer Meetup;18198045;Enterprise-Developer-Meetup;1009
4.82;Big Data, Budapest;18203132;Big-Data-Budapest;1488
4.84;Budapest Enterprise Software Engineering Meetup;18211378;Budapest-Enterprise-Software-Engineering-Meetup;1262
4.86;Digital Factory - Business Incubator Meetup Group;18227511;DigitalFactory;295
4.76;Budapest Business Lounge;18233871;Budapest-Business-Lounge;1185
5;Budapest WinePorn-Winesday;18267759;Budapest-Wine-Porn-Winesday;677
4.78;AngolFalu English Learning & Conversation Club;18274459;AngolFalu-English-Learning-Conversation-Club;2015
5;Start it @K&H Akadémia meetup;18287581;startitkhakademia;221
4.78;Budapest Lean Coffee Meetup;18291311;Budapest-Lean-Coffee-Meetup;142
4.85;Külföldre költözöm / Moving abroad;18322890;Kulfoldre-koltozom-moving-abroad;226
4.67;Budapest Strategy & Innovation Meetup;18325893;Budapest-Strategy-Innovation-Meetup;1224
0;edX Budapest Community;18327879;edX-Budapest-Community;79
4.94;Hungarian Travelers Meetup Group;18342482;Hungarian-Travelers-Meetup;826
4.51;International Meeting Point Budapest;18361696;International-Meeting-Point-Budapest;3148
4.63;Budapest Shambhala Meditation Group;18395452;Budapest-Shambhala-Meditation-Group;601
4.91;Skill Goulash;18395583;SkillGoulash;691
5;Work Hard, Play Hard! - Budapest English Drama Workshop;18400059;Work-Hard-Play-Hard-Budapest-English-Drama-Workshop;589
4.67;Ecommerce Hungary Meetup (SzEK.org Meetup);18405135;Ecommerce-Hungary-Meetup;432
0;Kreatív Magyar Elme Meetup;18405181;Kreativ-Magyar-Elme-Meetup;543
4.86;Budapest Társasjáték Tervezés Meetup;18415381;Budapest-Tarsasjatek-Tervezes-Meetup;471
4.25;Budapest Startup Cocktails;18428575;Budapest-Startup-Cocktails;940
5;Budapest Startup Technologies and Businesses Meetup;18432785;Budapest-Startup-Technologies-and-Businesses;485
4.5;HP Helion Hungary;18445829;HP-Helion-Hungary;124
5;Budapest VoIP/IP PBX Meetup Group;18453076;Budapest-VoIP-IP-PBX;80
4.93;Budapest Spanish Language Meetup;18475234;Budapest-Spanish-Language-Meetup;296
4.75;HUNAUG - Hungarian Azure User Group;18487520;HUNAUG-Hungarian-Azure-User-Group;270
0;Közösségi kalandozások (szuneteltetett);18493701;exkalandozasok-meetup;28
4.72;Growth Hacking Meetup;18500533;Growth-Hacking-Meetup;659
5;Product Hunt Budapest;18503336;Product-Hunt-Budapest;308
4.82;FÁNK.club Business / Career Meetup;18505107;FANK-club-Meetup;404
5;Budapest Singles Meetup - avagy Szinglik Budapesten;18512455;Budapest-Singles-Meetup-avagy-Szinglik-Budapesten;548
5;Budapest Machine Learning Meetup;18516199;Budapest-Machine-Learning-Meetup;437
4.52;IoT Workshop - Budapest;18517946;IoT-Workshop-Budapest;1624
4.75;Közösségi kalandozások meetup;18520858;kozossegi-kalandozasok;313
4.73;Magyar Atlassian Meetup;18520893;Magyar-Atlassian-Meetup;474
5;Felnőtt Színjátszó;18520956;Felnőtt-Szinjatszo;420
0;Skylarks Toastmasters Club, Budapest Meetup;18536606;Skylarks-Toastmasters-Club-Budapest-Meetup;46
4.88;Budapest Hikers;18537029;Budapest-Hikers;2264
4.6;Vilma PB Fóruma;18541331;VilmaPBforuma;33
4.76;Hungarian IoT Creativity Meetup;18541416;Hungarian-IoT-Creativity-Meetup;577
0;Budapest - Little Britain English Language Meetup;18541642;Budapest-Little-Britain-English-Language-Meetup;537
4.92;Vilma EB fóruma;18548754;VilmaEBforum;110
5;Párkapcsolati kérdések - előadások és beszélgetés, Budapest;18548967;Parkapcsolati-kerdesek-előadasok-es-beszelgetes-Budapest;471
4.75;Budapest Storytelling Meetup;18552217;Budapest-Storytelling-Meetup;831
5;Startup 15 - Budapest;18555386;Startup-15-Budapest;275
0;Budapest Champagne Meetup;18560130;Budapest-Champagne-Meetup;72
4.96;Budapest Data Projects Meetup;18561749;Budapest-Data-Projects-Meetup;596
4.76;Cloudera Tech Meetup;18568847;Cloudera-Tech-Meetup;771
0;Magyarországi SAP Felhasználók Egyesülete (HUNSUG);18570540;Magyarorszagi-SAP-Felhasznalok-Egyesulete-HUNSUG;55
4.79;Budapest Gamification Meetup;18572322;Budapest-Gamification-Meetup;423
4.84;Scala Pair Programming Breakfast - Budapest;18577430;Scala-Pair-Programming-Breakfast-Budapest;149
4.58;Budapest Analytics Rockstars;18583057;Budapest-Analytics-Rockstars;1037
5;Budapest Russian Language Meetup;18590151;Budapest-Russian-Language-Meetup;327
0;Budapest Personal&Business Development Meetup;18594641;Lineo-Club-Personal-Business-Development-Meetup;515
4.94;Morning Coaching Budapest;18612863;Morning-Coaching-Budapest;87
4.45;Liferay Budapest Tech Meetup;18643119;Liferay-Budapest-Tech-Meetup;320
5;Puli Meetup;18657394;PuliSpace;269
4.9;Neo4j - Budapest;18663387;neo4j-budapest-users;345
4.96;Fintech Meetup@Budapest;18697816;FinTech-Meetup-Budapest;1136
0;Codecademy Budapest;18745842;Codecademy-Budapest;202
5;Soulful Yoga in English;18763759;soundlightyoga;538
5;The Spicy Vegetarian Social Club in Budapest;18859702;The-Spicy-Vegetarian-Social-Club-in-Budapest;89
4.72;Smart Healthcare;18862499;Smart-Healthcare-Meetup;1170
0;Budapest Office Manager Meetup;18871554;Budapest-Office-Manager-Meetup;131
5;Budapest Disruptive Technology : Demo Day;18884717;Budapest-Disruptive-Technology-Demo-Day;214
5;BudapestRGB: Fotó-, Giclée- és Textilnyomtatás Meetup;18885839;BudapestRGB-Foto-Giclee-es-Textilnyomtatas-Meetup;41
4.91;Budapest Sysadmin Meetup;18894939;Budapest-Sysadmin-Meetup;440
4.76;Talent Get-together;18895438;Talent-Get-together;719
4.33;Budapest -London Investor Meetup;18904804;Budapest-Investor-Meetup;111
5;Bootcamp Club Budapest;18909333;bccbudapest;234
4.83;Tango Libre Budapest;18930054;Tango-Libre-Budapest;292
5;IonicFramework@Budapest;18931994;IonicFramework-Budapest;78
5;Budapest Neuromarketing, Neuroscience Meetup;18952657;Budapest-Neuromarketing-Neuroscience-Meetup;281
5;Légy a saját fejvadászod!;18980081;Legy-a-sajat-fejvadaszod;163
0;Budapest Flight Simulation & IVAO Meetup;19023232;Budapest-Flight-Simulation-IVAO-Meetup;31
4.93;Növeld az önbizalmad a magánéletedben és a karrieredben!;19032591;Noveld-az-onbizalmad-a-maganeletedben-es-a-karrieredben;155
5;Budapest Basketball Practice & Self Training;19062584;Budapest-Basketball-Practice-Self-Training;84
4.75;React Budapest;19071271;React-Budapest;302
4.75;Budapest Légi Informatika Meetup;19090198;Budapest-Legi-Informatika-Meetup;146
5;Bounce! English Improv;19106534;Red-Ball;116
4.59;Java & Drink;19108229;JavaNDrink;615
5;Hétköznapi kommunikáció;19109540;hetkoznapi-kommunikacio;296
5;Insect foods /Rovarételek (entomophagy) Budapest;19126597;rovarkaja;66
4.59;StretchCon Meetup;19129844;StretchCon-Meetup;1109
4.58;EPAM Software Craftsmanship;19133589;EPAM-Software-Craftsmanship;382
4.85;eCommerce - Making Customers Happy - Budapest;19133876;eCommerce-Making-Customers-Happy-Budapest;270
5;Snowplow Analytics Budapest;19134025;Snowplow-Analytics-Budapest;83
4.74;Leave a Legacy;19158765;leave_a_legacy;825
5;Learn to learn, Budapest Meetup;19178197;Learn-to-learn-Budapest-Meetup;199
4.91;NSBudapest;19181605;NSBudapest;500
5;Budapest Organizer Meetup;19200485;Budapest-Organizer-Meetup;144
4.8;Budapest Spark Meetup;19210599;Budapest-Spark-Meetup;554
5;De-Central Budapest;19235158;De-Central-Budapest;129
4.62;Startup Leadership & Management;19281855;Startup-Leadership-Management;730
4;Open Government / Nyílt Kormányzás Meetup;19291105;Open-Government-Nyilt-Kormanyzas-Meetup;177
4.59;Budapest Creative Writing Meetup in English;19320755;Budapest-Creative-Writing-Meetup-in-English;448
4.67;Rocket Science of HR | Budapest Meetup;19331629;Rocket-Science-of-HR-Budapest-Meetup;406
0;Budapest Marketing Automation Meetup;19342648;Budapest-Marketing-Automation-Meetup;157
0;Budapest Chess Meetup;19366145;Budapest-Chess-Meetup;62
5;Budapest Startup Founder 101;19370642;Budapest-Startup-Founder-101;819
4.79;Mindennapi Coaching;19379967;Mindennapi-Coaching;484
0;Sencha - Ext JS @ Budapest Meetup;19390805;Sencha-Ext-JS-Budapest-Meetup;42
4.96;Budapest |> Elixir;19392657;budapest-elixir;170
4.55;Full Stack Marketers Budapest;19412523;Full-Stack-Marketers-Budapest;300
0;Budapest Blockchain Meetup Febr. 24, 2016 6PM Budapest BASE;19445612;Budapest-Blockchain-Meetup-Febr-24-2016-6PM-Budapest-BASE;107
0;Budapest Startup: Idea to IPO;19468692;Budapest-Startup-Idea-to-IPO;86
4.88;Frontend Fighters;19472898;Frontend-Fighters-Budapest;686
4.82;Digitális Nomádok;19500610;Digitalis-Nomadok;1210
4.83;Budapest NOSQL Meetup;19500615;Budapest-NOSQL;425
4.99;PHP Roundtable Budapest;19559231;PHP-Roundtable-Budapest;248
4.84;evoVibration Meetup;19569449;evoVibration-Meetup;592
0;MATLAB & Simulink kötetlen konzultációs csoport;19573023;MATLAB_Simulink_csoport;177
5;Psychology Lovers Budapest;19592770;Psychology-Lovers-Budapest;464
4.72;Corporate JavaScript Meetup Budapest;19593002;Corporate-JavaScript-Meetup-Budapest;597
2;Budapest Freethinkers;19607118;Budapest-Freethinkers;170
4.58;business | love | design;19614113;business-love-design;734
4.54;Budapest dataSTREAM Meetup Series;19652247;Budapest-dataSTREAM-Meetup-Series;793
4.82;freeCodeCamp Budapest;19653830;Budapest-freeCodeCamp;551
4.77;Future of Data: Budapest;19691177;futureofdata-budapest;924
5;Csak vállalkozónőknek - VIP NŐK közössége;19692997;Csak-vallalkozonőknek-VIP-NŐK-kozossege;50
4.73;Budapest Downtown English - Conversation Club by Angloville;19716672;Budapest-Downtown-English-Conversation-Club-by-Angloville;1674
4.5;Budapest Mindful Leadership Meetup;19719156;Budapest-Mindful-Leadership-Meetup;769
0;Magyar Világpolgárok / Hungarian Citizens of the World;19720720;Magyar-Vilagpolgarok-Hungarian-Citizens-of-the-World;217
4.78;ProductTank Budapest;19721051;ProductTank-Budapest;801
5;Excel tippek és trükkök / tips and tricks - Budapest Meetup;19771975;Excel-tippek-es-trukkok-tips-and-tricks-Budapest-Meetup;126
4.67;Laravel Hungary Meetup;19784654;Laravel-Hungary-Meetup;279
4;Budapest Loving Relationships Meetup;19794876;Budapest-Loving-Relationships-Meetup;98
4;Budapest RecSys & Personalization Meetup;19797002;Budapest-RecSys-Personalization-Meetup;177
5;Internal Coach Meetup;19824047;Internal-Coach-Meetup;188
4.67;Távmunka Meetup;19831493;Tavmunka-Meetup;359
0;Budapest Kosárlabda Meetup;19831537;Budapest-Kosarlabda-Meetup;35
4.71;Iskolaalapítók hálózata;19843155;iskola-alapitok;389
4.95;PPC & Analytics Meetup Budapest;19860561;PPC-Analytics-Meetup-Budapest;546
0;Flow to the People / Hungary;19865808;Flow-to-The-People;43
4.79;12min.me Budapest;19866285;12minBUD;820
0;Budapest Basketball Union;19867005;Budapest-Basketball-Union;53
4.5;IncQuery Labs Akadémia Csoport;19888883;IncQuery-Labs-Akademia-Csoport;95
4.3;Adecco IT Academy;19889129;Adecco-IT-Academy;233
0;Közösség a Self-megvalósító életért;19890418;Kozosseg-a-Self-megvalosito-eletert;172
5;Vivi Budapest - Italian Language Meetup;19892048;Vivi-Budapest-Italian-Language-Meetup;181
0;Heroes of the Storm - Budapest Summit;19896089;Heroes-of-the-Storm-Budapest-Summit;20
4.73;Radical Honesty Budapest;19911895;Radical-Honesty-Budapest;165
3;Budapest Tour Biking;19916112;Budapest-Tour-Biking;506
5;Mindennapi gyógyító rezgések;19916469;mindennapi-gyogyito-rezgesek;115
0;Budapest CiviCRM Meetup;19928487;Budapest-CiviCRM-Meetup;36
4.91;Marketing Magicians;19936728;Marketing-Magicians;826
4.5;Eclipse Enthusiasts Budapest;19939801;Eclipse-Enthusiasts-Budapest;219
4.5;Coachingcentrum Meetup;19940750;Coachingcentrum-Meetup;170
0;Budapest Growth Hacking Meetup;19945818;Budapest-Small-Business-Meetup;147
0;Beginner's Running Buddy, Budapest;19954801;Beginners-Running-Mates-Budapest;176
5;Balla-hangterápia *** Tibeti zengőtálakkal ***;19971709;Balla-hangterapia-Tibeti-zengőtalakkal;72
0;Agilia Budapest Conference;19985059;Agilia-Budapest-Conference;77
0;Budapest Water Innovation Meetup;20002429;Budapest-Water-Innovation-Meetup;34
4.87;Codecool Meetup;20024635;Codecool-Meetup;410
0;Project Management 2.0;20024787;Projektmenedzsmentből-versenyelőny;50
5;Budapest Drone Meetup;20028853;Budapest-Drone-Meetup;117
4.83;Budapest Freelancer Project Management Meetup;20045299;Budapest-Freelancer-Project-Management-Meetup;316
4.67;Budapesti OSGi közösség;20053404;OSGi-Budapest;72
5;Meet@Table Budapest!;20094202;Meet-Table-Budapest;96
5;SAP Fiori Budapest;20119762;SAP-Fiori-Budapest;61
5;Boomla Website OS Budapest;20135602;boomla-budapest;46
0;Kong/BUDAPEST;20164467;Kong-BUDAPEST;8
0;Survival Marketing Meetup;20201092;Survival-Marketing-Meetup;29
5;Hogyan utazzuk be a világot havonta egy minimálbérből?;20214874;okosanutazni;496
4.87;Budapest Bots Meetup;20237183;Budapest-Bots-Meetup;287
4.6;VR/AR Meetup Hungary;20237481;VR-AR-meetup-Hungary;556
0;Tech Stack Budapest;20245101;Tech-Stack-Budapest;14
0;Dolgozó Nők Klubja - Women Entrepreneurs Club;20266532;Dolgozo-Nok-Klubja;91
4.38;HWSW free!;20307937;hwswfree;463
4.5;Impact - Startup Training Budapest;20316781;Impact-Startup-Training-Budapest;507
5;Facilitátor Műhely;20324494;Facilitator-Műhely;36
5;Kx Community Budapest Meetup;20325106;kx-budapest;130
5;Tiki Budapest Meetup;20331107;Tiki-Budapest-Meetup;19
0;Odoo Budapest Meetup;20331128;Odoo-Budapest-Meetup;15
4.66;Budapest MySQL Meetup;20334385;Budapest-MySQL-Meetup;337
5;OD Partner Ügyfélrendezvények;20348695;OD-Partner-Teamcoaching;156
5;Meetup Italiano (lingua) Budapest;20369362;Meetup-Italiano-lingua-Budapest;377
4.5;Budapest Marketing Meetup;20372858;Budapest-Marketing-Meetup;467
5;Magento Meetup Hungary;20373110;Magento-Meetup-Hungary;102
0;Budapest Kundalini Yoga Meetup;20380370;Budapest-Kundalini-Yoga-Meetup;54
0;Budapest Legal Professionals Meetup;20397863;Budapest-Legal-Professionals;42
5;Budapest Screenwriting Meetup;20412762;Budapest-Screenwriting-Meetup;116
5;Advaita Budapest;20424464;Advaita-Budapest;83
5;Így neveld az infósodat!;20431671;Igy-neveld-az-infosodat;429
3;Cloud Solutions Budapest;20441844;Cloud-Solutions-Budapest;151
0;Budapest Spirituális Csokiklub;20443176;Budapest-Spiritualis-Csokiklub;126
0;SzÓda Toastmasters klub;20448663;SzoDa-Toastmasters-klub;229
5;Mentáltér - Önismereti Műhely Meetup;20450557;Mentalter;257
0;PrestaShop - Budapest / Esztergom Ecommerce Meetup;20453839;PrestaShop-Budapest-Ecommerce-Meetup;31
4;We Love Encounter;20454417;We-Love-Encounter-Meetup;231
0;Health Technology Forum: Budapest;20456762;HealthTechnologyForum-Budapest;32
0;Budapest Outdoors and Social Meetup;20458000;Budapest-Outdoors-and-Social-Meetup;380
0;Artists! Let's Collaborate;20477215;Lets-Collaborate;161
4.8;Budapest Movie Discussion Group (in English);20505531;Budapest-Movie-Discussion-Group-in-English;492
0;Open Club // Test és elme kölcsönhatás;20579148;Open-Club-Test-es-elme-kolcsonhatas;157
4.75;Dealogic Budapest;20635918;Dealogic-Budapest;289
4.9;Budapest Makers' Meetup;20638293;Budapest-Makers-Meetup;277
0;Lélekkertészet Szellemi Műhely;20711711;Lelekkerteszet-Szellemi-Műhely;173
5;Papers We Love - Budapest;20736135;Papers-We-Love-Budapest;102
5;Interval Academy;20781305;Interval-Academy;74
0;Budapest English as a Second Language Meetup;20838971;Budapest-English-as-a-Second-Language-Meetup;554
5;An SAP Touchdown! (HUN);20839843;An-SAP-Touchdown;122
4.74;Önjáró Autók Budapesten - Self Driving Cars in Budapest;20865872;Onjaro-Autokat-Budapesten-Self-Driving-Cars-in-Budapest;450
4.8;Budapest Hackersuli Meetup;21007919;Budapest-Hackersuli-Meetup;556
0;Mindfulness a mindennapokban;21013979;Mindfulness-in-everyday-life;89
4.9;Ladies that UX Budapest;21024400;Ladies-that-UX-Budapest;57
0;Neticle Insight Hub;21102754;Neticle-Insight-Hub;115
0;Enterprise Application Architecture;21108566;Enterprise-Application-Architecture;115
0;Digital Budapest;21175427;Digital-Budapest;375
4.33;Budapest Tech Comm Meetup;21185100;Budapest-Tech-Comm-Meetup;86
0;MaVanSzerda - vállalkozónői klubnap;21196254;MaVanSzerda-vallalkozonői-klubnap;20
0;Budapest Brainstorming Meetup;21205972;Budapest-Brainstorming-Meetup;131
4.69;Women in IT Budapest;21243706;women-in-it-budapest;666
4.33;Budapest Language and Culture Meetup;21245201;Budapest-Language-Culture-Meetup;547
0;Budapest Recruiters Meetup;21262701;Budapest-Recruiters-Meetup;85
0;Corporate Values Meetup;21269001;COVA-meetup;103
4.73;Budapest Employer Branding Meetup;21270950;Budapest-Employer-Branding;367
5;Budapest Nightlife - Bars, Nightclubs and Parties;21509737;Budapest-Nightlife-Bars-Nightclubs-and-Parties;401
4.25;BrainingHUB Development Meetups;21530275;braininghub;223
0;Fiatal Vezetők Klubja (FVK);21532691;Fiatal-Vezetők-Klubja-FVK;75
0;TYPO3 User Group Hungary;21543236;TYPO3-User-Group-Hungary;10
5;Android Budapest;21572360;Android-Budapest;199
4.58;IoT Budapest;21637608;IoT-Budapest;547
0;Xamarin Group Budapest Meetup;21645590;Xamarin-Group-Budapest-Meetup;47
4;Budapest Meditation;21731366;Budapest-Meditation;374
0;Barter Reggeli, Budapest;21740474;Barter-Reggeli-Budapest;70
5;Budapest  Meditation;21778548;Budapest-Meditation-Group;280
5;Projektmenedzsment tréning - egy csipet sóval;21854304;Budapest-Project-Management-Meetup;189
4.25;Budapest Diamond Way Meditation Centre (English);21927833;Budapest-Diamondway-Meditation-Centre-English;235
0;Budapest 3D Printing;21957249;Budapest-3D-Printing;161
0;Improve - Fejlődj, hogy Fejleszthess!;21965948;IMPROVE-Fejlődj-hogy-Fejleszthess;243
4.8;Lifefulness Klub;21977313;Lifefulness-Klub;325
0;Budapest Runners;21985345;budapestRunners;125
4.85;R-Ladies Budapest;22066895;R-Ladies-Budapest;411
